text,label
"""The <e1>data</e1> are derived primarily from a <e2>three-nation survey</e2> conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994.""",origin-entity
"""This understanding is consistent with behavioural studies that have failed to clearly distinguish between people with <e1>drinking</e1> <e2>problems</e2> and others.""",cause-effect
"""Myles and Simpson also identify <e1>defensive behaviour</e1> from <e2>learners</e2> like lashing out verbally or physically or threatening the educators or other learners and withdrawing from others emotionally or physically.""",cause-effect
"""<e1>Sunflower</e1> <e2>oil</e2> is obtained by extracting oil from sunflower seeds.""",origin-entity
"""Peterson worked as a <e1>fertilizer</e1> <e2>salesman</e2> before his arrest.""",product-producer
"""The letters are not painted on <e1>top</e1> of the <e2>stone</e2>, but actually engraved into the granite stone.""",part-whole
"""The same <e1>company</e1> also makes a <e2>good coffee substitute</e2> called Bambu which is made from organic chicory combined with figs, cereals and acorns to the original recope of the late Swiss nature doctor and founder of the company, Alfred Vogel.""",product-producer
"""In order for handwashing to be effective, vigorous friction, ample <e1>lather</e1> from <e2>soap</e2>, and thorough rinsing are needed to remove the germs from the hands.""",cause-effect
"""We provide test preparers with a <e1>platform</e1> for populating a <e2>bank</e2> of questions during the course of the year.""",theme_tool
"""However, an attacker could have easily added some marks to the paper and completely changed the <e1>meaning</e1> of the <e2>message</e2>.""",part-whole
"""The moisturizers' primary function is to keep skin moist, minimize <e1>wrinkles</e1> from <e2>dryness</e2>, smoothe and soften skin, and to deliver other ingredients, like sunscreen, that benefit the skin.""",cause-effect
"""This is why, not only the contents of the <e1>box</e1> were a <e2>present</e2>, but the box itself was as a present.""",content-container
"""The <e1>company</e1> uses a <e2>policy assertion</e2> to convey a condition under which they offer a Web service.""",instrument-agency
"""Tor is a <e1>toolset</e1> for a wide range of <e2>organizations</e2> and people that want to improve their safety and security on the Internet.""",theme_tool
"""It is a <e1>device</e1> for aligning a <e2>pinhole</e2> with a microscope objective.""",theme_tool
"""The <e1>sand</e1> <e2>trap</e2> is the most difficult shot on the golf course for most novice golf players.""",part-whole
"""The Cleveland Cavaliers envision an arena full of cheering fans with no <e1>tickets</e1> in their <e2>pockets</e2>.""",part-whole
"""A <e1>biologist</e1> combines a range of diverse and distributed <e2>resources</e2> (databases, tools, instruments) to answer complex questions.""",instrument-agency
"""I think people really do themselves a disservice when they get their <e1>news</e1> from only one <e2>source</e2>.""",origin-entity
"""Assuming that the <e1>data</e1> are from a <e2>multivariate normal distribution</e2>, data augmentation is applied to Bayesian inference with missing data by repeating a series of imputation and posterior steps.""",origin-entity
"""So I was looking at the <e1>ceiling</e1> in my <e2>kitchen</e2> yelling at God.""",content-container
"""The present invention refers to a <e1>device</e1> for actuating a <e2>membrane</e2> arranged in an opening to a space.""",theme_tool
"""Nothing wrong with this if the <e1>goal</e1> was for students to acquire <e2>knowledge</e2>.""",theme_tool
"""To repair, use duct tape or caulk to seal <e1>gaps</e1> in the <e2>metal box</e2> and between joints and seams in the duct.""",content-container
"""A <e1>clinical lectureship</e1> combines a <e2>university lectureship</e2> with specialist registrar training (via an honorary national training number).""",instrument-agency
"""A light <e1>cheese</e1> full of rustic <e2>flavors</e2>, it wakes up and soothes the senses with its unique flavor that is also warm and mild.""",part-whole
"""Tapestries of rocky coastlines share wall space with a <e1>clock</e1> inside a ship's <e2>wheel</e2>.""",content-container
"""Besides the ash texture, it is also important that shape of the burning <e1>end</e1> of the <e2>cigar</e2> is exposed after the ash has fallen off.""",part-whole
"""<e1>Chicken</e1> <e2>bouillon</e2> can be obtained in three different forms, either liquid, powder or in cubes.""",origin-entity
"""This daily assault of inflammation in their digestive system, plus the <e1>inflammation</e1> from your <e2>joints</e2> and an overworked immune system and excess weight can easily exceed the amount of inflammation your body can effectively handle.""",cause-effect
"""Prepare some <e1>beef</e1> <e2>bouillon</e2> and let it cool.""",origin-entity
"""People in Hawaii might be feeling <e1>aftershocks</e1> from that powerful <e2>earthquake</e2> for weeks.""",cause-effect
"""You move the direction the <e1>mouse</e1> is from the <e2>crosshair</e2>.""",origin-entity
"""Because the <e1>air</e1> in the <e2>jar</e2> cannot circulate to the rest of the room, this air stays in the sunlight and gets warmer and warmer.""",content-container
"""It is a <e1>euphemism</e1> for overthrowing a hostile foreign <e2>government</e2>.""",theme_tool
"""While that operation was a success, the contents of the <e1>satchel</e1> were a tiny <e2>loss</e2> for the traffickers.""",content-container
"""Villagers live in constant <e1>terror</e1> of <e2>indiscriminate gunfire</e2> which fills the nights throughout Chechnya.""",cause-effect
"""Our powered <e1>scissors</e1> effortlessly cut <e2>fabrics</e2>, gift wrap, vinyl and much more!""",instrument-agency
"""A feel for numbers, and a <e1>passion</e1> for achieving a quantitative <e2>understanding</e2> of complex interactions is needed.""",theme_tool
"""It is a <e1>tool</e1> for visualizing the <e2>topology</e2> of three-dimensional vector fields.""",theme_tool
"""This looks like a <e1>piece</e1> of a <e2>contractual tablet</e2>.""",part-whole
"""The <e1>data</e1> presented here are mainly derived from a <e2>survey</e2> designed by researchers at the Harvard School of Public Health.""",origin-entity
"""The <e1>insurer</e1> will provide a <e2>cash deposit</e2> in advance.""",product-producer
"""Companies face big <e1>risk</e1> from <e2>loss</e2> of key employees.""",cause-effect
"""This prescription drug alleviates <e1>panic</e1> from <e2>claustrophobia</e2> and is also very handy for airplane rides and in case of broken-down subway cars or elevators.""",cause-effect
"""Any <e1>injury</e1> from the <e2>neck</e2> to the shoulder of the brachial plexus would leave the arm useless.""",cause-effect
"""The <e1>hair</e1> <e2>sticks</e2> are elegantly carved bone hand painted in a wispy, abstract design of peach, rose pink and mauve under layers of protective clear enamel.""",part-whole
"""The <e1>scientists</e1> made the surprising <e2>observation</e2> that SMN will bind efficiently -- and carry out its functions -- if the proteins to which it needs to bind are first ""tagged"" by specific enzymes.""",product-producer
"""<e1>Equipment</e1> for making repairs en route was carried in a <e2>jockey box</e2> attached to one end or side of the wagon.""",content-container
"""In contrast, clay-textured soils are more difficult to prepare a <e1>canola</e1> <e2>seedbed</e2> because the clods can be too large when worked wet, and they tend to crust once worked to a fine seedbed.""",origin-entity
"""That was a special comment on the <e1>president</e1>'s <e2>address</e2>.""",part-whole
"""<e1>Batteries</e1> stored in a <e2>discharged state</e2> are susceptible to freezing, sulfation and an increased rate of discharge.""",content-container
"""The <e1>dryer</e1> emits <e2>air</e2> that is regulated close to your body temperature.""",origin-entity
"""These are the <e1>requirements</e1> for a full <e2>refund</e2> of the security deposit.""",theme_tool
"""The <e1>tools</e1> made the <e2>job</e2> easy when it could have been a nightmare.""",product-producer
"""The <e1>plan</e1> developed the <e2>premium rates</e2> in accordance with the laws and regulations governing the FEHBP.""",product-producer
"""The contents of the <e1>cyst</e1> included a foul smelling <e2>gas</e2> and white-green pus.""",content-container
"""The contents of the <e1>boxes</e1> included <e2>phone cards</e2>, disposable cameras and razors, travel-size toiletries, snack food, and lots of candy.""",content-container
"""The <e1>display table</e1> contained <e2>books</e2> and posters for visitors to browse.""",content-container
"""She opened a fridge in the side of the door and got out a <e1>blueberry</e1> <e2>vodka</e2>.""",origin-entity
"""On the other hand, the <e1>information</e1> being carried in a high frequency quasi-sinusoidal <e2>wave</e2> invites comparisons with the auditory system of vertebrates.""",content-container
"""The Federation is the <e1>voice</e1> for the <e2>humanities</e2> and social science researchers.""",theme_tool
"""This is the <e1>winning sand castle</e1> from the Castlemania <e2>contest</e2>.""",origin-entity
"""Entering the <e1>fissure</e1> created by the <e2>meteor's impact</e2>, Sephiroth would merge with all the energy of the planet, granting him god-like power over it.""",product-producer
"""Effective <e1>canola</e1> <e2>production</e2> requires hands-on involvement with the crop.""",origin-entity
"""Will I get the same <e1>amount</e1> of <e2>aid</e2> for all four years?""",part-whole
"""Graffiti protection coatings are painted on <e1>top</e1> of the natural or painted <e2>surfaces</e2> to form a protective shield.""",part-whole
"""The check given by Charles V to the advance of the Ottoman power along the African coast made him appear to the world as the liberator of the Christians and the <e1>terror</e1> of the <e2>infidels</e2>, and gave him such prestige that Francis felt obliged to get all the advantage possible out of his alliance.""",cause-effect
"""Anemia, fatigue or <e1>drowsiness</e1> after <e2>meals</e2> may indicate that parasites are competing with the body for nutrients.""",cause-effect
"""Include a note in the 'Comments' field of the purchase requisition stating that the <e1>services</e1> are being obtained from a <e2>nonresident alien</e2>.""",origin-entity
"""That means that <e1>concentrations</e1> are not low in <e2>winter</e2> and not so high in summer.""",part-whole
"""Does the <e1>product</e1> emit <e2>radiation</e2>?""",origin-entity
"""This example of a uniform rod previews some common features about the process of finding the center of <e1>mass</e1> of the continuous <e2>body</e2>.""",part-whole
"""The small knife <e1>assemblies</e1> are widely used for cutting various <e2>strips</e2> of flexible materials.""",instrument-agency
"""The <e1>mountains</e1> of the <e2>peninsula</e2> can receive substantial rains and periodically, large amounts of water are washed down the river beds.""",part-whole
"""It seems quite clear, therefore, that the <e1>claimant</e1>'s <e2>allegation</e2> of a lung condition is not substantiated by any of the reporting physicians of record.""",origin-entity
"""It is a <e1>method</e1> for the <e2>solution</e2> of roots of a nonlinear equation and for solution of the general eigenvalue problem.""",theme_tool
"""A letterbox is a plastic, screw-top <e1>bottle</e1> that contains a small <e2>notebook</e2> and a unique rubber stamp.""",content-container
"""The family as a <e1>model</e1> for the <e2>organization</e2> of the state is a theory in political philosophy.""",theme_tool
"""The conventional way to grow bacteria is to inoculate a <e1>flask</e1> that contains a <e2>broth</e2> of nutrients.""",content-container
"""Then, while you relax, the <e1>chef</e1> prepares the <e2>meal</e2> and serves it, restaurant-style.""",product-producer
"""National organization devoted to defending the <e1>teaching</e1> of <e2>evolution</e2> in public schools, and keeping creationism out.""",part-whole
"""To the shock of international observers, the Libyan court found the medics guilty last year and sentenced them to <e1>death</e1> by <e2>firing squad</e2>.""",cause-effect
"""Keep <e1>money</e1> in a <e2>box</e2> and keep your eye on it at all times.""",content-container
"""From the diagrams of DaVinci to Hooke's microscopic bestiary, the beaks of Darwin's finches, Rosalind Franklin's x-rays or the <e1>latest photographic marvels</e1> retrieved from the <e2>remotest galactic outback</e2>, visualization of research has a long and literally illustrious history.""",origin-entity
"""If the <e1>cited document</e1> is from the <e2>informative bibliography</e2>, the bibliographic number should be provided in the text and enclosed with brackets.""",origin-entity
"""A city nightclub has had an ambitious expansion plan blocked over concerns about <e1>unruly behaviour</e1> from <e2>drunken revellers</e2>.""",cause-effect
"""The <e1>web</e1> <e2>service</e2> is reasonably well-documented here.""",theme_tool
"""The <e1>backup vocals</e1> are from a <e2>rather talented female</e2>, Stephanie Eitel.""",origin-entity
"""The entry into force of Protocol 14 to the Convention is a <e1>prerequisite</e1> for the <e2>reforms</e2> proposed by the Group of Wise Persons.""",theme_tool
"""I'm looking at one right now and he appears to be very content, despite the fact that he's trying to sleep in a <e1>kitchen</e1> that contains a noisy <e2>boiler</e2>.""",content-container
"""Also, very rarely, hypnotherapy leads to the development of '<e1>false memories</e1>' fabricated by the <e2>unconscious mind</e2>; these are called confabulations.""",product-producer
"""When deliberations began, the <e1>crowd</e1> of people jamming the hallways radiated <e2>optimism</e2>.""",origin-entity
"""According to a <e1>spokeswoman</e1> for the Israeli <e2>army</e2>, factories in the Bekaa Valley were targeted because of suspicions that they were storing weapons.""",theme_tool
"""EuroTB is the <e1>surveillance</e1> of <e2>tuberculosis</e2> in Europe.""",part-whole
"""This can be caused by hepatitis, alcoholic liver disease, <e1>liver inflammation</e1> from <e2>medications</e2>, fatty liver, liver tumors, or heart failure.""",cause-effect
"""The <e1>victim</e1>, who was positioned underneath the conveyor, was using a <e2>hammer</e2> to adjust the return roller.""",instrument-agency
"""In Louisiana, more than 50 times more <e1>water</e1> is used for <e2>fish</e2> farming than is used for animals that produce meat, poultry, and milk.""",theme_tool
"""Multiple reports of a man caught spying in the residence halls, women's showers have the UW Police Department (UWPD) on the <e1>lookout</e1> for a <e2>peeping tom</e2>. """,theme_tool
"""<e1>Biodiesel</e1> is derived from <e2>vegetable oils</e2>.""",product-producer
"""The Web's main <e1>virtue</e1>, in handling data, is to transmute <e2>organization</e2> from an a priori, content-based judgment to one that can be ad hoc, context-based, socially embedded, and constantly altered.""",theme_tool
"""<e1>Famine</e1> following <e2>drought</e2> has hit the West African savannahs, where there have been other bad droughts, notably the great one of 1972-74.""",cause-effect
"""About 30 ducks were found dead in Klamath County in the past two days, and officials are investigating whether the <e1>deaths</e1> are from a <e2>cholera outbreak</e2>.""",origin-entity
"""<e1>Almond</e1> <e2>butter</e2> is available in many natural and whole food stores.""",origin-entity
"""We will reposition ourselves and our events to attract <e1>scientists</e1> from <e2>complementary disciplines</e2>.""",origin-entity
"""This insures appropriately fresh data is displayed if, for example, the <e1>prefetch</e1> is for a banner <e2>ad</e2> to a URL whose content changes with each request.""",theme_tool
"""They use the dog park as a <e1>substitute</e1> for the <e2>walk</e2>.""",theme_tool
"""Now, I have a plastic <e1>bottle</e1> that contains <e2>alcohol</e2> in which I put my artificial eyelashes at night when I take them off, to clean them and keep them safe.""",content-container
"""The <e1>pollen</e1> is derived from a podocarp/broadleaved <e2>forest</e2>, which probably. covered both the alluvial flats and sides of the valley.""",origin-entity
"""Small design <e1>changes</e1> including <e2>use</e2> of less dense tobacco, less porous paper, a smaller diameter, filter tip, and no added citrates to the paper are key elements here.""",part-whole
"""We need a description of the bug and a <e1>recipe</e1> for recreating the <e2>bug</e2> reliably.""",theme_tool
"""This industry and way of life, however, is in trouble as salmon decline due to <e1>habitat degradation</e1> from <e2>dams</e2>, clearcutting, and overgrazing along streams.""",cause-effect
"""Some of the <e1>land</e1> was farmed for <e2>coffee</e2> in the past, but it is now mostly native vegetation (with some emergent trees).""",product-producer
"""The <e1>idea</e1> was to connect <e2>hypertext</e2> with the Internet and personal computers.""",theme_tool
"""The <e1>commander</e1> sawed logs with his <e2>neck</e2> hanging radically from one medieval arm while his feet hung three feet above the hardwood floor on the other side.""",instrument-agency
"""<e1>Colors</e1> not high in <e2>contrast</e2> can be used instead.""",part-whole
"""However, the fact that the guinea pigs appeared to function in a normal physiological manner indicates that the <e1>diets</e1> contained the necessary <e2>energy density</e2>.""",content-container
"""Nor is a criminal filled with demons you can exorcise by thrashing them like a <e1>carpet</e1> full of <e2>dust</e2>.""",part-whole
"""First, the <e1>sound</e1> radiated from a <e2>surface</e2> simulating a two-dimensional monopole is calculated using an unstructured mesh.""",origin-entity
"""The <e1>women</e1>'s <e2>chorus</e2> of Dallas is one of the nation's finest women's choruses.""",part-whole
"""Although Harry noticed it during exercise, the change that was identified was the difference in muscular <e1>discomfort</e1> from the <e2>beginning</e2> of his training program (riding five miles per day) to his current status two months later.""",cause-effect
"""These are not simply memorable words written on a piece of <e1>paper</e1> kept in a <e2>museum</e2>.""",content-container
"""And part of the <e1>job</e1> of the team member is to assist <e2>newcomers</e2>.""",theme_tool
"""I was only thirteen, and they were going to have me psychoanalyzed and all, because I broke all the <e1>windows</e1> in the <e2>garage</e2>.""",part-whole
"""For the Cartesian kernels there is only one number <e1>type</e1> that is used for all <e2>calculations</e2>.""",theme_tool
"""Paul the <e1>novelist</e1> has a <e2>computer</e2> but uses his old Smith Corona manual.""",instrument-agency
"""The <e1>granite</e1> <e2>benches</e2> are former windowsills from the Hearst Memorial Mining Building.""",part-whole
"""And so hunts have begun using <e1>packs</e1> of <e2>hounds</e2> in combination with birds of prey.""",part-whole
"""The <e1>notion</e1> of a backprojection was used in that <e2>section</e2> to characterize the set of states that can reach another set of states in one stage.""",instrument-agency
"""The contents of the <e1>questionnaire</e1> included the <e2>gender</e2> and age of the patient, his/her knowledge of the procedure undertaken and the person obtaining consent.""",content-container
"""The <e1>funeral</e1> was for Hakim Taniwal, a tribal elder and provincial <e2>governor</e2> who was killed in a suicide attack outside his office on Sunday.""",theme_tool
"""The woman left the room and walked down the hall and saw the <e1>novelist</e1> hunched before his <e2>computer</e2>.""",instrument-agency
"""Gingko biloba <e1>leaves</e1> don't contain that <e2>compound</e2>, although rich in other flavonoids, .""",part-whole
"""In the summer, relax by the lake, take out a <e1>paddle</e1> <e2>boat</e2>, canoe or kayak or enjoy the sun at the split rock pool.""",instrument-agency
"""Polystyrene with average molecular weight of 250,000-350,is particularly preferable because it is excellent in prevention of <e1>shrinkage</e1> after high-ratio <e2>expansion</e2>, and in balance of strength and fusing property.""",cause-effect
"""Apartment residents in Delaware were awarded $million for health problems attributed to <e1>mold growth</e1> from <e2>unrepaired leaks</e2>.""",cause-effect
"""The <e1>broadsword</e1> was used in some <e2>units</e2>.""",instrument-agency
"""He predicts that the severe <e1>famine</e1> following the <e2>good years</e2> would require a political and economic reorganization in the country.""",cause-effect
"""Beautifully packaged in faux <e1>velvet</e1> <e2>tray</e2> and boxed for giving, as complete remembrance of this important milestone.""",part-whole
"""This is an overview of the viewer from a <e1>developer</e1>'s <e2>perspective</e2>.""",origin-entity
"""The <e1>corbel</e1> was carved with a contorted <e2>face</e2>.""",instrument-agency
"""A large <e1>rig</e1> combines a <e2>trampoline system</e2> with a bungee cord system.""",instrument-agency
"""11-year-olds' entire <e1>plan</e1> for night is to smoke <e2>cigarettes</e2>.""",theme_tool
"""The <e1>discoverer</e1> writes a <e2>short citation</e2> explaining the reasons for assigning the name.""",origin-entity
"""The <e1>servant</e1> brought forth <e2>jewels</e2> of silver, and jewels of gold, and clothing, and gave them to Rebekah.""",product-producer
"""On both of my systems, the <e1>reboot</e1> produced the ominous <e2>message</e2> 'Missing operating system'.""",product-producer
"""It is noteworthy that Peacham's emblem has a <e1>hunter</e1> chasing the ermine with a <e2>spear</e2> and dogs.""",instrument-agency
"""<e1>Calendar</e1> is cut off with some Firefox <e2>extensions</e2> that use the statusbar.""",instrument-agency
"""The studies revealed that <e1>skin irritation</e1> from <e2>soaps</e2>, inaccessibility to supplies or sinks, and insufficient time to wash hands between every patient care contact were the main reasons given by healthcare workers for lack of handwashing compliance.""",cause-effect
"""The first three arguments will set the environment variable object_is_image if the <e1>request</e1> was for an image <e2>file</e2>.""",theme_tool
"""Among the contents of the <e1>vessel</e1> were a set of carpenter's <e2>tools</e2>, several large storage jars, ceramic utensils, ropes and remnants of food, as well as a heavy load of ballast stones.""",content-container
"""Hoover is also notable for an extremely unusual <e1>vacuum</e1> <e2>cleaner</e2>, the Hoover Constellation, which is canister type but lacks wheels.""",instrument-agency
"""A single <e1>blow</e1> made with the <e2>chisel</e2> angled incorrectly can crack a block or break a delicate protrusion.""",instrument-agency
"""Thus, while today we need the expansion of localized cultural practices, they attain their real significance only within the <e1>struggle</e1> for the <e2>transformation</e2> of society as a whole.""",theme_tool
"""The <e1>builder</e1> can mortise the hinges just as fast using a sharp <e2>chisel</e2>.""",instrument-agency
"""In the case of aerodynamic lift, the <e1>aircraft</e1> is kept in the <e2>air</e2> by wings or rotors (see aerodynamics).""",content-container
"""Mechanisms that incorporate external compression, limb elevation, exercise, and even a <e1>pump</e1> to improve venous <e2>drainage</e2> may be beneficial.""",instrument-agency
"""<e1>Agarwood</e1>, the world's most valuable incense, is produced by the <e2>aquilaria tree</e2>, found in tropical rainforests, and has been used for centuries as incense and in traditional medicine.""",product-producer
"""The <e1>students</e1> designed the home's <e2>living areas</e2> with an eye toward making a small house feel spacious.""",product-producer
"""The white fatty <e1>substance</e1> obtained from the head of the sperm whale was used in <e2>pharmaceuticals</e2> and candles.""",instrument-agency
"""We conducted a usability test on the enterprise-wide navigation system for this <e1>healthcare</e1> <e2>company</e2>'s proposed intranet redesign.""",product-producer
"""The <e1>bombing</e1> produced the worst <e2>carnage</e2> since a Nov. 23 attack in the Shi'ite slum of Sadr City that killed more than 200 people.""",product-producer
"""When the <e1>invoice</e1> is received from a <e2>vendor</e2>, you should verify that you have only been charged for goods or services that were ordered and received.""",origin-entity
"""We removed extra <e1>underscores</e1> present in <e2>sysdef files</e2>.""",part-whole
"""I'll tell you what <e1>kind</e1> of <e2>red hair</e2> he had.""",part-whole
"""A <e1>blood</e1> <e2>alcohol</e2> level of .08 or higher will result in a DUI arrest.""",origin-entity
"""Practically the whole car was empty, because it was pretty late and all, but she sat down next to me, instead of an empty seat, because she had this big bag with her and I was sitting in the <e1>front</e1> <e2>seat</e2>.""",part-whole
"""That seems to me like an <e1>accusation</e1> out of <e2>ignorance</e2> seeing that you don't even know what my characters name is.""",cause-effect
"""The <e1>outer shell</e1> is made from <e2>anodized aluminum</e2>.""",origin-entity
"""Sheehan also announced at the signing that she's a <e1>finalist</e1> for the <e2>prize</e2>. """,theme_tool
"""I'm assuming that the <e1>criticism</e1> is from the <e2>publisher side</e2>.""",origin-entity
"""Put the <e1>flour</e1> in a preheated <e2>oven</e2> until warm to the touch (approximately 2 minutes).""",content-container
"""The <e1>award</e1> was for his outstanding <e2>contribution</e2> to enterprise.""",theme_tool
"""The southern <e1>supercell</e1> produced the longest <e2>tornado track</e2> of the outbreak (tornado #4).""",product-producer
"""I heard of horror stories about a needle staying in the tissue after injection, it detached from a <e1>syringe</e1> after a <e2>nurse</e2> completed the injection and tried to withdraw the needle.""",instrument-agency
"""The <e1>vaccine</e1> is produced by the <e2>government</e2> and is not for sale to private individuals or companies.""",product-producer
"""Yanbian is also blessed with agricultural riches and is a major <e1>tobacco</e1> <e2>producer</e2>.""",product-producer
"""The <e1>monitor</e1> shall provide a <e2>quarterly report</e2> to the Chapter (or NEC).""",product-producer
"""It is entirely possible to sail a <e1>canoe</e1> using a <e2>paddle</e2> to steer.""",instrument-agency
"""RBC accounts for all three <e1>types</e1> of <e2>invariances</e2>.""",part-whole
"""An aqueous triethylamine (0.1 mol/l) <e1>solution</e1> was added to the <e2>acid precipitate</e2> until pH 6 was reached.""",part-whole
"""At The Walker Law Firm, our Orange County, California <e1>corporation</e1> <e2>attorneys</e2> offer a full range of sophisticated and specialized services.""",part-whole
"""<e1>Linoleum</e1> is a combination of <e2>linseed oil</e2>, cork powder, wood powder, organic pigments, and limestone, applied over a jute backing.""",part-whole
"""The governor general of the Turkish province of Van, Mehmet Niyazi Tanilir, here Saturday said that the joint border of Iran and Turkey was a <e1>model</e1> for the <e2>world</e2>.""",theme_tool
"""<e1>Sulfur</e1> is used for cooling and insulating of some high-voltage power <e2>systems</e2>.""",theme_tool
"""The <e1>rest</e1> of the <e2>story</e2> is that the tobacco control movement appears to be plagued by a severe financial conflict of interest problem.""",part-whole
"""The <e1>tests</e1> are generated randomly from a <e2>bank</e2> of questions developed for each module.""",origin-entity
"""The <e1>outage</e1> was for <e2>reconfiguration</e2> of the new replica database.""",theme_tool
"""This is a <e1>framework</e1> for querying a <e2>database</e2> for structural information on 3D images of macromolecules.""",theme_tool
"""The <e1>mission</e1> of the SETI Institute is to explore, understand and explain the origin, nature and prevalence of <e2>life</e2> in the universe.""",theme_tool
"""The <e1>challenges</e1> are being addressed from a <e2>manufacturing standpoint</e2> rather than ICT solutions that could answer them.""",origin-entity
"""The <e1>objective</e1> was for a tough <e2>week</e2> leading up to the trip to the US, and we certainly got that.""",theme_tool
"""The <e1>collaboration</e1> produced the PUMP (Pittsburg urban mathematics program) <e2>curriculum</e2>, which focuses on mathematical analyses of real-world situations, the use of computational tools, and on making algebra accessible to all students.""",product-producer
"""The <e1>tutors</e1> provide a consistent, reliable <e2>intervention</e2> that allows students who are falling behind an opportunity to reach proficiency.""",product-producer
"""Beware of the <e1>danger</e1> in <e2>running waters</e2>.""",part-whole
"""Most <e1>cane</e1> <e2>sugar</e2> comes from countries with warm climates, such as Brazil, Pakistan, India, China and Australia.""",origin-entity
"""For example, this obviously holds in the case of the <e1>marble</e1> <e2>slab</e2> of the table and local variation of temperature.""",part-whole
"""It has opened a sacred refuge for every lie and wrong; no wildest form of which could fail to find some precedent within these Hebrew histories, which tell the story of a people's upward <e1>growth</e1> from <e2>savagery</e2>.""",cause-effect
"""The <e1>clear spirit</e1> is distilled from <e2>fresh grain</e2>.""",origin-entity
"""The entire site was actively farmed during the 2004 growing season and aerial photography indicates the <e1>site</e1> has been farmed for <e2>multiple years</e2>.""",product-producer
"""Remember to reverse the position of <e1>batteries</e1> stored in <e2>flashlights</e2> to prevent them from accidentally switching on and losing power.""",content-container
"""The <e1>process</e1> for obtaining a <e2>visa</e2> depends on what type of visa you are eligible for.""",theme_tool
"""This <e1>form</e1> is used for background <e2>clearance</e2> and record keeping purposes.""",theme_tool
"""Many tons of <e1>paper</e1> are used for printing <e2>tickets</e2>.""",theme_tool
"""The <e1>email</e1> is received from a <e2>wealthy, dying person</e2> wanting to get their money out of the country.""",origin-entity
"""This is a <e1>methodology</e1> for accrediting a commercial distributed <e2>database</e2>.""",theme_tool
"""This <e1>information</e1> is used for tracking down <e2>errors</e2> and also to identify people who misuse the commentary area.""",theme_tool
"""Where are the <e1>batteries</e1> kept in a <e2>phone</e2>?""",content-container
"""The predictions presented at this NASA 2004 Transit of Venus web site are provided as a <e1>resource</e1> for the <e2>public</e2>.""",theme_tool
"""The contents of the <e1>workshop</e1> included a <e2>discussion</e2> on various documents in respect of exports, imports and documents relating to letters of credit.""",content-container
"""The natural, semantic <e1>way</e1> to express this <e2>information</e2> is to add an attribute.""",theme_tool
"""The 3 km long <e1>beach</e1> extends from the <e2>mouth</e2> of the Oro River in the west, to the cliffs of Point Caramonal to the southeast.""",origin-entity
"""She said that he described the meeting with her as an exception, since 'he does not normally have meetings directly with <e1>engineers</e1> from the <e2>regions</e2>.'""",origin-entity
"""Genuine <e1>joy</e1> comes from profound <e2>spiritual awareness</e2> on life and an absolute clarity of direction, living for a purpose.""",cause-effect
"""The <e1>bunny</e1> <e2>rabbits</e2> are coming.""",part-whole
"""It is a <e1>method</e1> for solving a system of <e2>equations</e2>.""",theme_tool
"""The <e1>dose</e1> makes the <e2>poison</e2>.""",origin-entity
"""The original Waldorf <e1>salad</e1>, created at New York's Waldorf Astoria Hotel in the 1890s, contained only <e2>apples</e2>, mayonnaise, and celery.""",content-container
"""<e1>Continuous improvement</e1> starts with the <e2>measuring</e2> of the process performance, and the instigation of a robust process for reviewing further changes logically and quickly.""",cause-effect
"""I put the remaining <e1>candy</e1> in my <e2>mouth</e2> and walked back the way I came, then past the village and into town.""",content-container
"""These characteristics are inconsistent with <e1>observations</e1> from <e2>earthquakes</e2> of comparable distance and magnitude to those that dominate the hazard at Yucca Mountain.""",cause-effect
"""Every time you increase on a sleeve or knitted piece, add a <e1>knitting pin</e1> to the increase <e2>stitch</e2>.""",instrument-agency
"""<e1>Zinc</e1> is essential for <e2>growth</e2> and cell division.""",cause-effect
"""<e1>Electron microscopes</e1> are scientific instruments that use a <e2>beam</e2> of highly energetic electrons to examine objects on a very fine scale.""",instrument-agency
"""Normally, the <e1>bone marrow</e1> produces <e2>stem cells</e2> (immature cells) that develop into mature blood cells.""",product-producer
"""Rather, the <e1>preference</e1> was for the <e2>foods</e2> that contain it.""",theme_tool
"""DomainKeys provide a <e1>mechanism</e1> for verifying the <e2>identity</e2> of an email sender in order to solve common spamming techniques such as forgery and spoofing.""",theme_tool
"""I mentioned some time ago that our <e1>tendency</e1> is to regard <e2>sin</e2> as the reality.""",theme_tool
"""The quartz sample <e1>tube</e1> with polyradical residue was cut with diamond <e2>knife</e2> to the size that fit into the Teflon digestion vessel.""",instrument-agency
"""The Norwalk <e1>juicer</e1> grinds and presses any <e2>fruit</e2> or vegetable.""",instrument-agency
"""'The Incredible Shrinking Man' follows Matheson's novel and effectively captures the <e1>terror</e1> of the <e2>protagonist</e2> as he shrinks to oblivion.""",cause-effect
"""This program will be an effective step to mitigate <e1>damage</e1> from <e2>hurricanes</e2> - but let us not forget this is a retroactive measure.""",cause-effect
"""I've heard the <e1>stock</e1> <e2>market</e2> is making a recovery but it's a bit early to invest my money.""",theme_tool
"""We're honored to be chosen as a <e1>finalist</e1> for a CODiE <e2>award</e2> by the esteemed panel of judges.""",theme_tool
